Species.scientific.name,Species.common.name,SeaWEED.ID,Source,Strain,Product,Production_system,Note_on_system,Description,Country,Specific_location,Year,Sample_size,Environment,Intensity,Yield_per_HA,Grow_out_period_days,Mortality_rate,FCR,Feed_type,Feed_soy_percent,Feed_othercrops_percent,Feed_FMFO_percent,Feed_animal_percent,Feed_method,Electricity_kwh,Diesel_L,Petrol_L,NaturalGas_L,Energy_demand,Energy_units,Person_entering,Date_entered,Notes,Production.volume.2018,USD.per.tonne,Taxonomy,Diet,ISSCAAP_Group,EcologyRefNo,HabitatsRef,DietTroph,DietSeTroph,DietTLu,DietseTLu,FoodTroph,FoodSeTroph,Species..Family.,ASFIS,Species..Main.grouping.,Species..Order.,Environment..Environment.,HighLevelISSCAAP
Oreochromis niloticus,Nile tilapia,157,Yacout-2016-a,,1 tonne live weight,Intensive pond,Commercial,Tilapia harvested from intensive pond system.,Egypt,Behera governorate,2010-2011,2 farms,,,,,,1.4,Compound,31.0,34,36,0,,,101.0,,,,,Rob,43902,Double check energy inputs,"4525430,92",1818,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,157,Yacout-2016-a,,1 tonne live weight,Intensive pond,Commercial,Tilapia harvested from intensive pond system.,Egypt,Behera governorate,2010-2011,2 farms,,,,,,1.4,Compound,31.0,34,36,0,,,101.0,,,,,Rob,43902,Double check energy inputs,"4525430,92",1818,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (company data),,,Ponds,,,Colombia,,2015.0,,,,,,,1.6,Assumed compound,,5.97,81.2,12.3,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (company data),,,Ponds,,,Colombia,,2015.0,,,,,,,1.6,Assumed compound,,5.97,81.2,12.3,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,155,Aubin-2015-a,,1 tonne fresh,Extensive pond polyculture,,"Tilapia harvested in brackish water extensive pond polyculture system (with crab, milkfish, and shrimp).",Philippines,Pampanga,2007.0,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","4525430,92",1818,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,155,Aubin-2015-a,,1 tonne fresh,Extensive pond polyculture,,"Tilapia harvested in brackish water extensive pond polyculture system (with crab, milkfish, and shrimp).",Philippines,Pampanga,2007.0,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","4525430,92",1818,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (from literature),,,Ponds,,,Taiwan,,,,,,,,,1.8,Assumed compound,,1.5,98.5,0,,,,,,,,Rob,43902,"Assumed Nile tilapia; SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4525430,92",1818,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (from literature),,,Ponds,,,Taiwan,,,,,,,,,1.8,Assumed compound,,1.5,98.5,0,,,,,,,,Rob,43902,"Assumed Nile tilapia; SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4525430,92",1818,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (from literature),,,Ponds,,,Taiwan,,,,,,,,,1.8,Assumed compound,,1.5,98.5,0,,,,,,,,Rob,43902,"Assumed Nile tilapia; SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4525430,92",1818,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (from literature),,,Ponds,,,Taiwan,,,,,,,,,1.8,Assumed compound,,1.5,98.5,0,,,,,,,,Rob,43902,"Assumed Nile tilapia; SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4525430,92",1818,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (from literature),,,Ponds,,,Taiwan,,,,,,,,,1.8,Assumed compound,,1.5,98.5,0,,,,,,,,Rob,43902,"Assumed Nile tilapia; SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4525430,92",1818,Teleost,Omnivorous,12,32849,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (from literature),,,Ponds,,,Taiwan,,,,,,,,,1.8,Assumed compound,,1.5,98.5,0,,,,,,,,Rob,43902,"Assumed Nile tilapia; SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4525430,92",1818,Teleost,Omnivorous,12,32849,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (from literature),,,Ponds,,,Taiwan,,,,,,,,,1.8,Assumed compound,,1.5,98.5,0,,,,,,,,Rob,43902,"Assumed Nile tilapia; SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4525430,92",1818,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (from literature),,,Ponds,,,Taiwan,,,,,,,,,1.8,Assumed compound,,1.5,98.5,0,,,,,,,,Rob,43902,"Assumed Nile tilapia; SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4525430,92",1818,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Tilapia,205,Henriksson et al. 2015,,1 tonne fillets,Earthen pond aquaculture,,Polyculture w/carp,China,Hainan,2010.0,59.0,,Semi-intensive,,,,1.81,Compound,27.6,65.1,7.3,0,Hand fed or feeding machine,378.0,1.081730769,0.1,,,,Patrik,43927,,,,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Tilapia,205,Henriksson et al. 2015,,1 tonne fillets,Earthen pond aquaculture,,Polyculture w/carp,China,Hainan,2010.0,59.0,,Semi-intensive,,,,1.81,Compound,27.6,65.1,7.3,0,Hand fed or feeding machine,378.0,1.081730769,0.1,,,,Patrik,43927,,,,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Tilapia,205,Henriksson et al. 2015,,1 tonne fillets,Earthen pond aquaculture,,Polyculture w/carp,China,Hainan,2010.0,59.0,,Semi-intensive,,,,1.81,Compound,27.6,65.1,7.3,0,Hand fed or feeding machine,378.0,1.081730769,0.1,,,,Patrik,43927,,,,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Tilapia,205,Henriksson et al. 2015,,1 tonne fillets,Earthen pond aquaculture,,Polyculture w/carp,China,Hainan,2010.0,59.0,,Semi-intensive,,,,1.81,Compound,27.6,65.1,7.3,0,Hand fed or feeding machine,378.0,1.081730769,0.1,,,,Patrik,43927,,,,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Tilapia,205,Henriksson et al. 2015,,1 tonne fillets,Earthen pond aquaculture,,Polyculture w/carp,China,Hainan,2010.0,59.0,,Semi-intensive,,,,1.81,Compound,27.6,65.1,7.3,0,Hand fed or feeding machine,378.0,1.081730769,0.1,,,,Patrik,43927,,,,Teleost,Omnivorous,12,32849,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Tilapia,205,Henriksson et al. 2015,,1 tonne fillets,Earthen pond aquaculture,,Polyculture w/carp,China,Hainan,2010.0,59.0,,Semi-intensive,,,,1.81,Compound,27.6,65.1,7.3,0,Hand fed or feeding machine,378.0,1.081730769,0.1,,,,Patrik,43927,,,,Teleost,Omnivorous,12,32849,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Tilapia,205,Henriksson et al. 2015,,1 tonne fillets,Earthen pond aquaculture,,Polyculture w/carp,China,Hainan,2010.0,59.0,,Semi-intensive,,,,1.81,Compound,27.6,65.1,7.3,0,Hand fed or feeding machine,378.0,1.081730769,0.1,,,,Patrik,43927,,,,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Tilapia,205,Henriksson et al. 2015,,1 tonne fillets,Earthen pond aquaculture,,Polyculture w/carp,China,Hainan,2010.0,59.0,,Semi-intensive,,,,1.81,Compound,27.6,65.1,7.3,0,Hand fed or feeding machine,378.0,1.081730769,0.1,,,,Patrik,43927,,,,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW,,,Ponds,,,Ecuador,,2011.0,,,,,,,1.7,Assumed compound,,5,80,15,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW,,,Ponds,,,Ecuador,,2011.0,,,,,,,1.7,Assumed compound,,5,80,15,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,155,Aubin-2015-a,,1 tonne fresh,Extensive pond polyculture,,"Tilapia harvested in brackish water extensive pond polyculture system (with crab, milkfish, and shrimp).",Philippines,Pampanga,2007.0,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","4525430,92",1818,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,155,Aubin-2015-a,,1 tonne fresh,Extensive pond polyculture,,"Tilapia harvested in brackish water extensive pond polyculture system (with crab, milkfish, and shrimp).",Philippines,Pampanga,2007.0,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","4525430,92",1818,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,155,Aubin-2015-a,,1 tonne fresh,Extensive pond polyculture,,"Tilapia harvested in brackish water extensive pond polyculture system (with crab, milkfish, and shrimp).",Philippines,Pampanga,2007.0,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","4525430,92",1818,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,155,Aubin-2015-a,,1 tonne fresh,Extensive pond polyculture,,"Tilapia harvested in brackish water extensive pond polyculture system (with crab, milkfish, and shrimp).",Philippines,Pampanga,2007.0,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","4525430,92",1818,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,155,Aubin-2015-a,,1 tonne fresh,Extensive pond polyculture,,"Tilapia harvested in brackish water extensive pond polyculture system (with crab, milkfish, and shrimp).",Philippines,Pampanga,2007.0,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","4525430,92",1818,Teleost,Omnivorous,12,32849,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,155,Aubin-2015-a,,1 tonne fresh,Extensive pond polyculture,,"Tilapia harvested in brackish water extensive pond polyculture system (with crab, milkfish, and shrimp).",Philippines,Pampanga,2007.0,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","4525430,92",1818,Teleost,Omnivorous,12,32849,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Tilapia,193,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,,Abbassa strain,Egypt,Nile delta,2014.0,13.0,,Intensive,9.345794393,270,,1.35,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Tilapia,193,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,,Abbassa strain,Egypt,Nile delta,2014.0,13.0,,Intensive,9.345794393,270,,1.35,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Tilapia,193,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,,Abbassa strain,Egypt,Nile delta,2014.0,13.0,,Intensive,9.345794393,270,,1.35,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Tilapia,193,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,,Abbassa strain,Egypt,Nile delta,2014.0,13.0,,Intensive,9.345794393,270,,1.35,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Tilapia,193,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,,Abbassa strain,Egypt,Nile delta,2014.0,13.0,,Intensive,9.345794393,270,,1.35,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,32849,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Tilapia,193,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,,Abbassa strain,Egypt,Nile delta,2014.0,13.0,,Intensive,9.345794393,270,,1.35,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,32849,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Tilapia,193,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,,Abbassa strain,Egypt,Nile delta,2014.0,13.0,,Intensive,9.345794393,270,,1.35,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Tilapia,193,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,,Abbassa strain,Egypt,Nile delta,2014.0,13.0,,Intensive,9.345794393,270,,1.35,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Tilapia,194,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,Best management practices,Abbassa and BMP,Egypt,Nile delta,2014.0,15.0,,Intensive,8.312551953,270,,1.39,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Tilapia,194,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,Best management practices,Abbassa and BMP,Egypt,Nile delta,2014.0,15.0,,Intensive,8.312551953,270,,1.39,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Tilapia,194,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,Best management practices,Abbassa and BMP,Egypt,Nile delta,2014.0,15.0,,Intensive,8.312551953,270,,1.39,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Tilapia,194,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,Best management practices,Abbassa and BMP,Egypt,Nile delta,2014.0,15.0,,Intensive,8.312551953,270,,1.39,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Tilapia,194,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,Best management practices,Abbassa and BMP,Egypt,Nile delta,2014.0,15.0,,Intensive,8.312551953,270,,1.39,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,32849,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Tilapia,194,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,Best management practices,Abbassa and BMP,Egypt,Nile delta,2014.0,15.0,,Intensive,8.312551953,270,,1.39,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,32849,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Tilapia,194,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,Best management practices,Abbassa and BMP,Egypt,Nile delta,2014.0,15.0,,Intensive,8.312551953,270,,1.39,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Tilapia,194,Henriksson et al. 2017,Abbassa G9,1 tonne live wet-weight,Earthen pond aquaculture,Best management practices,Abbassa and BMP,Egypt,Nile delta,2014.0,15.0,,Intensive,8.312551953,270,,1.39,Compound,34.1,58.2,6.8,0.9,Hand fed,265±277,127±133,0,0.0,,,Patrik,43924,,,,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (company data),,,Net pen,,,Indonesia,,2014.0,,,,,,,1.9,Assumed compound,,10.3,89.7,7.7,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (company data),,,Net pen,,,Indonesia,,2014.0,,,,,,,1.9,Assumed compound,,10.3,89.7,7.7,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,2,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (company data),,,Net pen,,,Indonesia,,2014.0,,,,,,,1.9,Assumed compound,,10.3,89.7,7.7,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW (company data),,,Net pen,,,Indonesia,,2014.0,,,,,,,1.9,Assumed compound,,10.3,89.7,7.7,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW,,,Ponds,,,Ecuador,,2011.0,,,,,,,1.7,Assumed compound,,5,80,15,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW,,,Ponds,,,Ecuador,,2011.0,,,,,,,1.7,Assumed compound,,5,80,15,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW,,,Ponds,,,Ecuador,,2011.0,,,,,,,1.7,Assumed compound,,5,80,15,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,32849,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW,,,Ponds,,,Ecuador,,2011.0,,,,,,,1.7,Assumed compound,,5,80,15,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,32849,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW,,,Ponds,,,Ecuador,,2011.0,,,,,,,1.7,Assumed compound,,5,80,15,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Nile tilapia,,SFW,,,Ponds,,,Ecuador,,2011.0,,,,,,,1.7,Assumed compound,,5,80,15,,,,,,,,Rob,43902,Assumed Nile tilapia (listed as Tilapia),"4525430,92",1818,Teleost,Omnivorous,12,59157,,2,,,,,,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
Oreochromis niloticus,Tilapia,212,Henriksson et al. 2019,,1 tonne live wet-weight,Floating cages,,,Indonesia,"Java, Sumatra, and Lombok",2017.0,5.0,,Intensive,,,,1.6,Compound,26.0,44.5,12.5,17,Hand fed,56.0,,,,,,Patrik,43927,,,,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Brackishwater,freshwater
Oreochromis niloticus,Tilapia,212,Henriksson et al. 2019,,1 tonne live wet-weight,Floating cages,,,Indonesia,"Java, Sumatra, and Lombok",2017.0,5.0,,Intensive,,,,1.6,Compound,26.0,44.5,12.5,17,Hand fed,56.0,,,,,,Patrik,43927,,,,Teleost,Omnivorous,12,3,87,2,,2,0,2.01999998092651,0,CICHLIDAE,1705905102,PISCES,PERCOIDEI,Freshwater,freshwater
